;PC Software:StarLab Version 3.30 Build 10
! ******* Warning: Do not modify this file. Changes may prevent   ********
! ******* the StarLab Log reader from opening the file correctly. ********
;Logged:22/03/2021 at 16:14:39
;File Version:5
;Time Resolution:1 microseconds
;Log Settings:Stop after:period: 00:03:00
;Graph Mode:Split
;Notes:                                                            

;Channel A:Vega Thermopile 3A (s/n:940606)  VG2.52 (s/n:946462)
;Channel B:Vega Thermopile 3A (s/n:947746)  VG2.52 (s/n:946463)

;Channel A:Details
;Name:3A
;Graph Type:Line
;Graph Color:RGB(14,104,168)
;Units:W
;Settings:Measuring:Power
;Settings:Wavelength:532
;Settings:Range:AUTO

;Channel B:Details
;Name:3A
;Graph Type:Line
;Graph Color:RGB(245,86,16)
;Units:W
;Settings:Measuring:Power
;Settings:Wavelength:532
;Settings:Range:AUTO

;Channel A:Statistics
;Min:82.80mW             
;Max:83.10mW             
;Average:82.94mW             
;Std.Dev.:62.14uW             
;Overrange:0                   

;Channel B:Statistics
;Min:14.40uW             
;Max:49.60uW             
;Average:20.53uW             
;Std.Dev.:7.938uW             
;Overrange:0                   
;--------------------


;First Pulse Arrived : 22/03/2021 at 16:14:39.735000
  Timestamp   	  Channel A  	  Channel B  	
         0.000	  8.290e-002 	             	
         0.065	  8.290e-002 	  1.700e-005 	
         0.129	  8.290e-002 	  1.670e-005 	
         0.193	  8.290e-002 	             	
         0.224	             	  1.640e-005 	
         0.256	  8.280e-002 	             	
         0.289	             	  1.620e-005 	
         0.321	  8.280e-002 	             	
         0.352	             	  1.600e-005 	
         0.384	  8.280e-002 	             	
         0.416	             	  1.590e-005 	
         0.448	  8.280e-002 	             	
         0.480	             	  1.580e-005 	
         0.512	  8.280e-002 	             	
         0.544	             	  1.560e-005 	
         0.608	  8.280e-002 	  1.560e-005 	
         0.673	  8.290e-002 	  1.550e-005 	
         0.737	  8.290e-002 	  1.550e-005 	
         0.801	  8.290e-002 	  1.550e-005 	
         0.865	  8.290e-002 	  1.550e-005 	
         0.929	  8.290e-002 	  1.550e-005 	
         0.993	  8.290e-002 	             	
         1.024	             	  1.550e-005 	
         1.056	  8.300e-002 	             	
         1.088	             	  1.540e-005 	
         1.120	  8.300e-002 	             	
         1.153	             	  1.540e-005 	
         1.185	  8.300e-002 	             	
         1.216	             	  1.540e-005 	
         1.248	  8.300e-002 	             	
         1.280	             	  1.540e-005 	
         1.312	  8.300e-002 	             	
         1.344	             	  1.540e-005 	
         1.409	  8.300e-002 	  1.540e-005 	
         1.472	  8.300e-002 	  1.540e-005 	
         1.537	  8.300e-002 	  1.550e-005 	
         1.600	             	  1.550e-005 	
         1.601	  8.300e-002 	             	
         1.664	  8.300e-002 	  1.560e-005 	
         1.728	  8.300e-002 	  1.560e-005 	
         1.792	  8.300e-002 	             	
         1.825	             	  1.570e-005 	
         1.857	  8.300e-002 	             	
         1.888	             	  1.580e-005 	
         1.921	  8.300e-002 	             	
         1.952	             	  1.580e-005 	
         1.984	  8.300e-002 	             	
         2.016	             	  1.580e-005 	
         2.048	  8.300e-002 	             	
         2.081	             	  1.580e-005 	
         2.112	  8.300e-002 	             	
         2.144	             	  1.570e-005 	
         2.209	  8.300e-002 	  1.570e-005 	
         2.272	  8.300e-002 	  1.570e-005 	
         2.336	  8.300e-002 	  1.560e-005 	
         2.400	  8.300e-002 	  1.560e-005 	
         2.464	  8.300e-002 	  1.550e-005 	
         2.529	  8.300e-002 	  1.550e-005 	
         2.593	  8.300e-002 	             	
         2.625	             	  1.550e-005 	
         2.657	  8.300e-002 	             	
         2.688	             	  1.550e-005 	
         2.721	  8.300e-002 	             	
         2.752	             	  1.550e-005 	
         2.784	  8.300e-002 	             	
         2.816	             	  1.550e-005 	
         2.848	  8.300e-002 	             	
         2.881	             	  1.550e-005 	
         2.912	  8.300e-002 	             	
         2.944	             	  1.560e-005 	
         3.009	  8.300e-002 	  1.560e-005 	
         3.073	  8.300e-002 	  1.570e-005 	
         3.137	  8.300e-002 	  1.580e-005 	
         3.200	  8.300e-002 	  1.580e-005 	
         3.264	  8.290e-002 	  1.580e-005 	
         3.328	  8.290e-002 	  1.570e-005 	
         3.393	  8.290e-002 	             	
         3.424	             	  1.560e-005 	
         3.456	  8.290e-002 	             	
         3.488	             	  1.550e-005 	
         3.520	  8.290e-002 	             	
         3.553	             	  1.540e-005 	
         3.584	  8.290e-002 	             	
         3.617	             	  1.520e-005 	
         3.648	  8.290e-002 	             	
         3.680	             	  1.500e-005 	
         3.712	  8.290e-002 	             	
         3.744	             	  1.490e-005 	
         3.809	  8.290e-002 	  1.470e-005 	
         3.873	  8.290e-002 	  1.460e-005 	
         3.937	  8.290e-002 	  1.450e-005 	
         4.000	  8.290e-002 	  1.450e-005 	
         4.064	  8.290e-002 	  1.440e-005 	
         4.128	  8.290e-002 	  1.440e-005 	
         4.193	  8.300e-002 	             	
         4.224	             	  1.440e-005 	
         4.257	  8.300e-002 	             	
         4.288	             	  1.440e-005 	
         4.320	  8.300e-002 	             	
         4.353	             	  1.440e-005 	
         4.384	  8.300e-002 	             	
         4.416	             	  1.450e-005 	
         4.448	  8.300e-002 	             	
         4.480	             	  1.450e-005 	
         4.513	  8.300e-002 	             	
         4.544	             	  1.440e-005 	
         4.608	  8.300e-002 	  1.440e-005 	
         4.673	  8.300e-002 	  1.450e-005 	
         4.736	  8.300e-002 	  1.460e-005 	
         4.801	  8.300e-002 	  1.460e-005 	
         4.864	  8.300e-002 	  1.470e-005 	
         4.928	  8.290e-002 	  1.470e-005 	
         4.993	  8.290e-002 	             	
         5.025	             	  1.480e-005 	
         5.057	  8.290e-002 	             	
         5.088	             	  1.480e-005 	
         5.120	  8.290e-002 	             	
         5.152	             	  1.490e-005 	
         5.184	  8.290e-002 	             	
         5.216	             	  1.490e-005 	
         5.248	  8.290e-002 	             	
         5.280	             	  1.490e-005 	
         5.313	  8.290e-002 	             	
         5.344	             	  1.500e-005 	
         5.409	  8.290e-002 	  1.500e-005 	
         5.473	  8.290e-002 	  1.500e-005 	
         5.537	  8.290e-002 	  1.500e-005 	
         5.600	  8.290e-002 	  1.520e-005 	
         5.664	  8.290e-002 	  1.530e-005 	
         5.728	  8.280e-002 	  1.540e-005 	
         5.792	  8.280e-002 	             	
         5.824	             	  1.540e-005 	
         5.856	  8.280e-002 	             	
         5.889	             	  1.550e-005 	
         5.921	  8.280e-002 	             	
         5.953	             	  1.560e-005 	
         5.985	  8.280e-002 	             	
         6.017	             	  1.560e-005 	
         6.049	  8.280e-002 	             	
         6.080	             	  1.570e-005 	
         6.113	  8.280e-002 	             	
         6.145	             	  1.570e-005 	
         6.209	  8.280e-002 	  1.580e-005 	
         6.272	  8.280e-002 	  1.580e-005 	
         6.336	  8.280e-002 	  1.580e-005 	
         6.401	  8.280e-002 	  1.570e-005 	
         6.464	  8.280e-002 	  1.570e-005 	
         6.528	  8.280e-002 	  1.560e-005 	
         6.592	  8.280e-002 	             	
         6.625	             	  1.570e-005 	
         6.656	  8.280e-002 	             	
         6.688	             	  1.570e-005 	
         6.720	  8.280e-002 	             	
         6.753	             	  1.570e-005 	
         6.784	  8.280e-002 	             	
         6.816	             	  1.570e-005 	
         6.849	  8.280e-002 	             	
         6.881	             	  1.570e-005 	
         6.912	  8.280e-002 	             	
         6.944	             	  1.580e-005 	
         7.009	  8.280e-002 	  1.580e-005 	
         7.073	  8.280e-002 	  1.580e-005 	
         7.136	  8.290e-002 	  1.580e-005 	
         7.200	  8.290e-002 	  1.580e-005 	
         7.264	  8.290e-002 	  1.580e-005 	
         7.329	  8.290e-002 	  1.590e-005 	
         7.392	  8.290e-002 	             	
         7.425	             	  1.580e-005 	
         7.456	  8.290e-002 	             	
         7.488	             	  1.580e-005 	
         7.520	  8.290e-002 	             	
         7.553	             	  1.570e-005 	
         7.585	  8.290e-002 	             	
         7.616	             	  1.570e-005 	
         7.648	  8.290e-002 	             	
         7.680	             	  1.570e-005 	
         7.713	  8.290e-002 	             	
         7.744	             	  1.570e-005 	
         7.808	  8.290e-002 	  1.560e-005 	
         7.872	  8.290e-002 	  1.550e-005 	
         7.936	  8.290e-002 	  1.550e-005 	
         8.000	  8.290e-002 	  1.550e-005 	
         8.064	  8.290e-002 	  1.540e-005 	
         8.128	  8.290e-002 	  1.540e-005 	
         8.192	  8.290e-002 	             	
         8.224	             	  1.540e-005 	
         8.256	  8.290e-002 	             	
         8.288	             	  1.540e-005 	
         8.320	  8.290e-002 	             	
         8.352	             	  1.540e-005 	
         8.384	  8.300e-002 	             	
         8.416	             	  1.530e-005 	
         8.448	  8.300e-002 	             	
         8.480	             	  1.530e-005 	
         8.512	  8.300e-002 	             	
         8.544	             	  1.520e-005 	
         8.576	  8.300e-002 	             	
         8.608	             	  1.520e-005 	
         8.672	  8.300e-002 	  1.520e-005 	
         8.736	  8.300e-002 	  1.510e-005 	
         8.800	  8.300e-002 	  1.510e-005 	
         8.864	  8.300e-002 	  1.510e-005 	
         8.928	  8.300e-002 	  1.510e-005 	
         8.992	  8.300e-002 	             	
         9.024	             	  1.510e-005 	
         9.057	  8.300e-002 	             	
         9.088	             	  1.510e-005 	
         9.120	  8.300e-002 	             	
         9.153	             	  1.510e-005 	
         9.184	  8.300e-002 	             	
