Timestamp,ChannelA,ChannelB,Length,Transmittance
0.0,  7.990e-002 ,0.0013830000000000001,-6.8,1.3279044910233895
0.064,  7.990e-002 ,0.001349,-6.781543116490166,1.2952589720828287
0.128,  7.990e-002 ,0.001317,-6.763086232980332,1.2645337777858308
0.192,  7.990e-002 ,0.001287,-6.744629349470499,1.2357289081323948
0.257,  7.990e-002 ,0.00126,-6.725884077155825,1.2098045254443026
0.32,  7.990e-002 ,0.001235,-6.707715582450832,1.1858004673997729
0.384,  7.990e-002 ,0.001212,-6.689258698940998,1.1637167339988055
0.44799999999999995,             ,0.001192,-6.670801815431164,1.1445134875631815
0.512,             ,0.001175,-6.6523449319213315,1.1281907280929013
0.5760000000000001,             ,0.001159,-6.633888048411498,1.1128281309444024
0.672,  8.000e-002 ,0.001146,-6.6062027231467475,1.1003460207612468
0.736,  7.990e-002 ,0.001134,-6.587745839636914,1.0888240728998724
0.8,  8.000e-002 ,0.001124,-6.56928895612708,1.0792224496820604
0.8640000000000001,  8.000e-002 ,0.001116,-6.550832072617246,1.071541151107811
0.9279999999999999,  8.000e-002 ,0.001109,-6.532375189107412,1.0648200148553426
0.992,  8.000e-002 ,0.001103,-6.51391830559758,1.0590590409246554
1.056,  8.000e-002 ,0.001098,-6.495461422087746,1.0542582293157494
1.12,  8.000e-002 ,0.001094,-6.477004538577912,1.0504175800286246
1.185,  8.000e-002 ,0.001091,-6.458259266263237,1.047537093063281
1.248,  8.000e-002 ,0.0010890000000000001,-6.4400907715582445,1.0456167684197188
1.3119999999999998,             ,0.0010869999999999999,-6.421633888048412,1.0436964437761562
1.375,             ,0.001086,-6.403465393343419,1.042736281454375
1.472,  8.000e-002 ,0.001084,-6.375491679273828,1.0408159568108126
1.536,  8.000e-002 ,0.001084,-6.357034795763994,1.0408159568108126
1.6,  8.000e-002 ,0.001083,-6.33857791225416,1.0398557944890316
1.6640000000000001,  8.000e-002 ,0.001083,-6.320121028744326,1.0398557944890316
1.7280000000000002,  8.000e-002 ,0.001082,-6.301664145234493,1.0388956321672504
1.7919999999999998,  8.000e-002 ,0.001082,-6.28320726172466,1.0388956321672504
1.8559999999999999,  8.000e-002 ,0.001082,-6.264750378214826,1.0388956321672504
1.92,  8.000e-002 ,0.0010810000000000001,-6.246293494704992,1.0379354698454692
1.984,  8.000e-002 ,0.0010810000000000001,-6.227836611195158,1.0379354698454692
2.048,  8.000e-002 ,0.0010810000000000001,-6.209379727685325,1.0379354698454692
2.112,             ,0.0010810000000000001,-6.190922844175492,1.0379354698454692
2.176,             ,0.0010810000000000001,-6.172465960665658,1.0379354698454692
2.272,  8.000e-002 ,0.0010810000000000001,-6.144780635400908,1.0379354698454692
2.336,  8.000e-002 ,0.0010810000000000001,-6.126323751891074,1.0379354698454692
2.4,  8.000e-002 ,0.0010810000000000001,-6.10786686838124,1.0379354698454692
2.464,  8.000e-002 ,0.0010810000000000001,-6.0894099848714065,1.0379354698454692
2.528,  8.000e-002 ,0.0010810000000000001,-6.070953101361573,1.0379354698454692
2.592,  7.990e-002 ,0.0010810000000000001,-6.05249621785174,1.0379354698454692
2.656,  7.990e-002 ,0.0010810000000000001,-6.034039334341906,1.0379354698454692
2.72,  7.990e-002 ,0.001082,-6.015582450832072,1.0388956321672504
2.784,  7.990e-002 ,0.001082,-5.997125567322239,1.0388956321672504
2.847,  7.990e-002 ,0.001082,-5.978957072617247,1.0388956321672504
2.912,             ,0.001082,-5.960211800302572,1.0388956321672504
2.9760000000000004,             ,0.001083,-5.941754916792738,1.0398557944890316
3.04,             ,0.001083,-5.923298033282904,1.0398557944890316
3.136,  8.000e-002 ,0.001083,-5.895612708018154,1.0398557944890316
3.2,  8.000e-002 ,0.001083,-5.87715582450832,1.0398557944890316
3.264,  8.000e-002 ,0.001083,-5.858698940998487,1.0398557944890316
3.3280000000000003,  8.000e-002 ,0.001083,-5.840242057488653,1.0398557944890316
3.392,  8.000e-002 ,0.001083,-5.82178517397882,1.0398557944890316
3.4560000000000004,  8.000e-002 ,0.001083,-5.803328290468986,1.0398557944890316
3.52,  8.000e-002 ,0.001083,-5.7848714069591525,1.0398557944890316
3.5839999999999996,  8.000e-002 ,0.001083,-5.766414523449319,1.0398557944890316
3.648,  8.000e-002 ,0.001083,-5.747957639939485,1.0398557944890316
3.7119999999999997,             ,0.001083,-5.729500756429652,1.0398557944890316
3.7760000000000002,             ,0.001083,-5.711043872919818,1.0398557944890316
3.84,             ,0.001084,-5.6925869894099845,1.0408159568108126
3.9360000000000004,  7.990e-002 ,0.001084,-5.664901664145234,1.0408159568108126
4.0,  7.990e-002 ,0.001084,-5.646444780635401,1.0408159568108126
4.063,  7.990e-002 ,0.001084,-5.628276285930408,1.0408159568108126
4.128,  7.990e-002 ,0.001085,-5.609531013615733,1.041776119132594
4.192,  7.990e-002 ,0.001085,-5.5910741301059,1.041776119132594
4.256,  8.000e-002 ,0.001085,-5.572617246596066,1.041776119132594
4.32,  8.000e-002 ,0.001086,-5.554160363086233,1.042736281454375
4.3839999999999995,  8.000e-002 ,0.001086,-5.5357034795764,1.042736281454375
4.448,  8.000e-002 ,0.0010869999999999999,-5.517246596066565,1.0436964437761562
4.512,             ,0.0010869999999999999,-5.498789712556732,1.0436964437761562
4.5760000000000005,             ,0.001088,-5.4803328290468984,1.0446566060979376
4.64,             ,0.001088,-5.461875945537065,1.0446566060979376
4.736000000000001,  8.000e-002 ,0.001088,-5.4341906202723145,1.0446566060979376
4.8,  8.000e-002 ,0.001088,-5.415733736762481,1.0446566060979376
