;PC Software:StarLab Version 3.30 Build 10
! ******* Warning: Do not modify this file. Changes may prevent   ********
! ******* the StarLab Log reader from opening the file correctly. ********
;Logged:23/03/2021 at 12:00:17
;File Version:5
;Time Resolution:1 microseconds
;Log Settings:Stop after:period: 00:05:00
;Graph Mode:Split
;Notes:                                                            

;Channel A:Vega Thermopile 3A (s/n:940606)  VG2.52 (s/n:946462)
;Channel B:Vega Thermopile 3A (s/n:947746)  VG2.52 (s/n:946463)

;Channel A:Details
;Name:3A
;Graph Type:Line
;Graph Color:RGB(14,104,168)
;Units:W
;Settings:Measuring:Power
;Settings:Wavelength:532
;Settings:Range:AUTO

;Channel B:Details
;Name:3A
;Graph Type:Line
;Graph Color:RGB(245,86,16)
;Units:W
;Settings:Measuring:Power
;Settings:Wavelength:532
;Settings:Range:AUTO

;Channel A:Statistics
;Min:85.60mW             
;Max:86.10mW             
;Average:85.81mW             
;Std.Dev.:103.2uW             
;Overrange:0                   

;Channel B:Statistics
;Min:126.6uW             
;Max:964.0uW             
;Average:414.6uW             
;Std.Dev.:250.9uW             
;Overrange:0                   
;--------------------


;First Pulse Arrived : 23/03/2021 at 12:00:17.394000
  Timestamp   	  Channel A  	  Channel B  	
        12.352	  8.590e-002 	  4.200e-004 	
        12.416	  8.590e-002 	  4.230e-004 	
        12.480	  8.590e-002 	  4.260e-004 	
        12.544	             	  4.290e-004 	
        12.577	  8.590e-002 	             	
        12.608	             	  4.320e-004 	
        12.640	  8.590e-002 	             	
        12.672	             	  4.350e-004 	
        12.705	  8.580e-002 	             	
        12.736	             	  4.390e-004 	
        12.768	  8.580e-002 	             	
        12.800	             	  4.420e-004 	
        12.832	  8.580e-002 	             	
        12.864	             	  4.450e-004 	
        12.897	  8.590e-002 	             	
        12.928	             	  4.480e-004 	
        12.960	  8.590e-002 	             	
        13.024	  8.590e-002 	  4.520e-004 	
        13.089	  8.590e-002 	  4.550e-004 	
        13.152	  8.590e-002 	  4.580e-004 	
        13.216	  8.590e-002 	  4.620e-004 	
        13.281	  8.590e-002 	  4.650e-004 	
        13.344	             	  4.680e-004 	
        13.376	  8.590e-002 	             	
        13.408	             	  4.710e-004 	
        13.440	  8.590e-002 	             	
        13.473	             	  4.740e-004 	
        13.504	  8.590e-002 	             	
        13.536	             	  4.770e-004 	
        13.568	  8.590e-002 	             	
        13.601	             	  4.800e-004 	
        13.632	  8.590e-002 	             	
        13.664	             	  4.830e-004 	
        13.696	  8.590e-002 	             	
        13.729	             	  4.860e-004 	
        13.761	  8.590e-002 	             	
        13.793	             	  4.890e-004 	
        13.824	  8.590e-002 	             	
        13.888	  8.590e-002 	  4.920e-004 	
        13.952	  8.590e-002 	  4.960e-004 	
        14.016	  8.590e-002 	  4.990e-004 	
        14.080	  8.590e-002 	  5.020e-004 	
        14.144	             	  5.050e-004 	
        14.177	  8.590e-002 	             	
        14.208	             	  5.080e-004 	
        14.240	  8.590e-002 	             	
        14.273	             	  5.120e-004 	
        14.304	  8.590e-002 	             	
        14.337	             	  5.150e-004 	
        14.368	  8.590e-002 	             	
        14.400	             	  5.190e-004 	
        14.432	  8.590e-002 	             	
        14.464	             	  5.220e-004 	
        14.496	  8.590e-002 	             	
        14.529	             	  5.260e-004 	
        14.561	  8.590e-002 	             	
        14.592	             	  5.290e-004 	
        14.624	  8.590e-002 	             	
        14.688	  8.590e-002 	  5.330e-004 	
        14.752	  8.590e-002 	  5.360e-004 	
        14.816	  8.590e-002 	  5.390e-004 	
        14.880	  8.590e-002 	  5.410e-004 	
        14.944	             	  5.430e-004 	
        14.976	  8.590e-002 	             	
        15.008	             	  5.460e-004 	
        15.041	  8.590e-002 	             	
        15.072	             	  5.480e-004 	
        15.104	  8.590e-002 	             	
        15.136	             	  5.500e-004 	
        15.168	  8.590e-002 	             	
        15.200	             	  5.530e-004 	
        15.232	  8.590e-002 	             	
        15.265	             	  5.560e-004 	
        15.296	  8.590e-002 	             	
        15.329	             	  5.590e-004 	
        15.360	  8.580e-002 	             	
        15.392	             	  5.620e-004 	
        15.425	  8.580e-002 	             	
        15.489	  8.580e-002 	  5.650e-004 	
        15.552	  8.580e-002 	  5.690e-004 	
        15.616	  8.580e-002 	  5.730e-004 	
        15.681	  8.580e-002 	  5.760e-004 	
        15.745	             	  5.800e-004 	
        15.776	  8.580e-002 	             	
        15.808	             	  5.850e-004 	
        15.840	  8.570e-002 	             	
        15.873	             	  5.890e-004 	
        15.904	  8.570e-002 	             	
        15.936	             	  5.930e-004 	
        15.968	  8.570e-002 	             	
        16.000	             	  5.980e-004 	
        16.032	  8.570e-002 	             	
        16.064	             	  6.020e-004 	
        16.097	  8.570e-002 	             	
        16.128	             	  6.060e-004 	
        16.160	  8.570e-002 	             	
        16.192	             	  6.110e-004 	
        16.225	  8.570e-002 	             	
        16.288	  8.570e-002 	  6.150e-004 	
        16.352	  8.570e-002 	  6.190e-004 	
        16.416	             	  6.230e-004 	
        16.417	  8.580e-002 	             	
        16.481	  8.580e-002 	  6.280e-004 	
        16.544	             	  6.320e-004 	
        16.577	  8.580e-002 	             	
        16.608	             	  6.360e-004 	
        16.641	  8.580e-002 	             	
        16.672	             	  6.400e-004 	
        16.704	  8.580e-002 	             	
        16.736	             	  6.450e-004 	
        16.768	  8.580e-002 	             	
        16.800	             	  6.490e-004 	
        16.833	  8.580e-002 	             	
        16.864	             	  6.530e-004 	
        16.897	  8.580e-002 	             	
        16.928	             	  6.570e-004 	
        16.960	  8.580e-002 	             	
        16.993	             	  6.600e-004 	
        17.024	  8.580e-002 	             	
        17.088	  8.580e-002 	  6.640e-004 	
        17.152	  8.580e-002 	  6.680e-004 	
        17.216	  8.580e-002 	  6.720e-004 	
        17.281	  8.580e-002 	  6.760e-004 	
        17.344	             	  6.800e-004 	
        17.377	  8.580e-002 	             	
        17.408	             	  6.840e-004 	
        17.440	  8.580e-002 	             	
        17.472	             	  6.870e-004 	
        17.504	  8.580e-002 	             	
        17.536	             	  6.910e-004 	
        17.568	  8.580e-002 	             	
        17.600	             	  6.950e-004 	
        17.632	  8.580e-002 	             	
        17.664	             	  6.980e-004 	
        17.696	  8.580e-002 	             	
        17.729	             	  7.020e-004 	
        17.761	  8.580e-002 	             	
        17.793	             	  7.050e-004 	
        17.825	  8.580e-002 	             	
        17.889	  8.580e-002 	  7.090e-004 	
        17.953	  8.580e-002 	  7.120e-004 	
        18.016	  8.580e-002 	  7.160e-004 	
        18.081	  8.580e-002 	  7.200e-004 	
        18.144	             	  7.240e-004 	
