Timestamp,ChannelA,ChannelB,Length,Transmittance
0.064,  6.580e-001 ,0.006529999999999999,-6.481487540602698,1.0220128274231906
0.129,  6.580e-001 ,0.006529999999999999,-6.4626858240273135,1.0220128274231906
0.192,  6.580e-001 ,0.006529999999999999,-6.4444626218080945,1.0220128274231906
0.256,             ,0.006529999999999999,-6.425950162410793,1.0220128274231906
0.321,             ,0.006529999999999999,-6.407148445835408,1.0220128274231906
0.385,             ,0.006529999999999999,-6.388635986438106,1.0220128274231906
0.449,             ,0.006529999999999999,-6.370123527040804,1.0220128274231906
0.513,             ,0.006529999999999999,-6.3516110676435025,1.0220128274231906
0.5770000000000001,             ,0.006529999999999999,-6.333098608246201,1.0220128274231906
0.6409999999999999,             ,0.006540000000000001,-6.314586148848899,1.0235779312936704
0.705,             ,0.006540000000000001,-6.296073689451597,1.0235779312936704
0.768,             ,0.006540000000000001,-6.277850487232378,1.0235779312936704
0.865,  6.580e-001 ,0.006540000000000001,-6.249792540958342,1.0235779312936704
0.929,  6.580e-001 ,0.006540000000000001,-6.2312800815610405,1.0235779312936704
0.993,  6.580e-001 ,0.006540000000000001,-6.212767622163739,1.0235779312936704
1.057,             ,0.00655,-6.194255162766437,1.02514303516415
1.12,             ,0.00655,-6.176031960547218,1.02514303516415
1.185,             ,0.00655,-6.157230243971833,1.02514303516415
1.249,             ,0.00655,-6.138717784574531,1.02514303516415
1.3130000000000002,             ,0.00656,-6.1202053251772295,1.0267081390346295
1.3769999999999998,             ,0.00656,-6.101692865779928,1.0267081390346295
1.4409999999999998,             ,0.00656,-6.083180406382626,1.0267081390346295
1.505,             ,0.00656,-6.064667946985324,1.0267081390346295
1.569,             ,0.00656,-6.046155487588022,1.0267081390346295
1.665,  6.580e-001 ,0.00657,-6.018386798492069,1.0282732429051091
1.729,  6.580e-001 ,0.00657,-5.9998743390947675,1.0282732429051091
1.7930000000000001,  6.580e-001 ,0.00657,-5.981361879697466,1.0282732429051091
1.857,             ,0.00657,-5.962849420300164,1.0282732429051091
1.921,             ,0.00657,-5.944336960902862,1.0282732429051091
1.984,             ,0.00657,-5.926113758683643,1.0282732429051091
2.048,             ,0.00657,-5.907601299286341,1.0282732429051091
2.113,             ,0.00657,-5.8887995827109565,1.0282732429051091
2.177,             ,0.00658,-5.870287123313655,1.0298383467755887
2.241,             ,0.00658,-5.851774663916353,1.0298383467755887
2.305,             ,0.00658,-5.833262204519051,1.0298383467755887
2.369,             ,0.00658,-5.814749745121749,1.0298383467755887
2.465,  6.580e-001 ,0.00658,-5.786981056025796,1.0298383467755887
2.529,  6.580e-001 ,0.00658,-5.7684685966284945,1.0298383467755887
2.593,  6.580e-001 ,0.00658,-5.749956137231193,1.0298383467755887
2.657,             ,0.00658,-5.731443677833891,1.0298383467755887
2.721,             ,0.00659,-5.712931218436589,1.0314034506460683
2.785,             ,0.00659,-5.694418759039287,1.0314034506460683
2.8489999999999998,             ,0.00659,-5.675906299641985,1.0314034506460683
2.9130000000000003,             ,0.00659,-5.6573938402446835,1.0314034506460683
2.977,             ,0.00659,-5.638881380847382,1.0314034506460683
3.0410000000000004,             ,0.00659,-5.62036892145008,1.0314034506460683
3.105,             ,0.00659,-5.601856462052778,1.0314034506460683
3.1689999999999996,             ,0.0066,-5.583344002655476,1.032968554516548
3.264,  6.580e-001 ,0.0066,-5.555864570737606,1.032968554516548
3.3289999999999997,  6.580e-001 ,0.0066,-5.5370628541622215,1.032968554516548
3.392,  6.580e-001 ,0.0066,-5.5188396519430025,1.032968554516548
3.457,             ,0.0066,-5.500037935367618,1.032968554516548
3.5210000000000004,             ,0.0066,-5.481525475970315,1.032968554516548
3.5839999999999996,             ,0.0066,-5.463302273751097,1.032968554516548
3.6489999999999996,             ,0.0066099999999999996,-5.444500557175712,1.0345336583870275
3.713,             ,0.0066099999999999996,-5.42598809777841,1.0345336583870275
3.7769999999999997,             ,0.0066099999999999996,-5.407475638381108,1.0345336583870275
3.841,             ,0.0066099999999999996,-5.388963178983806,1.0345336583870275
3.905,             ,0.0066099999999999996,-5.370450719586504,1.0345336583870275
3.969,             ,0.0066099999999999996,-5.351938260189202,1.0345336583870275
4.064,  6.580e-001 ,0.00662,-5.324458828271332,1.036098762257507
4.129,  6.580e-001 ,0.00662,-5.305657111695949,1.036098762257507
4.1930000000000005,  6.580e-001 ,0.00662,-5.287144652298646,1.036098762257507
4.257,  6.580e-001 ,0.00662,-5.268632192901345,1.036098762257507
4.321000000000001,             ,0.00662,-5.250119733504042,1.036098762257507
4.385,             ,0.00663,-5.231607274106741,1.0376638661279867
4.449,             ,0.00663,-5.213094814709439,1.0376638661279867
4.513,             ,0.00663,-5.1945823553121375,1.0376638661279867
4.5760000000000005,             ,0.00663,-5.176359153092918,1.0376638661279867
4.64,             ,0.00663,-5.157846693695616,1.0376638661279867
4.705,             ,0.006640000000000001,-5.139044977120231,1.0392289699984665
4.769,             ,0.006640000000000001,-5.120532517722929,1.0392289699984665
4.864,  6.580e-001 ,0.006640000000000001,-5.09305308580506,1.0392289699984665
4.928999999999999,  6.580e-001 ,0.006640000000000001,-5.074251369229675,1.0392289699984665
4.993,  6.580e-001 ,0.006640000000000001,-5.055738909832373,1.0392289699984665
5.0569999999999995,  6.580e-001 ,0.00665,-5.037226450435071,1.040794073868946
5.121,             ,0.00665,-5.018713991037769,1.040794073868946
5.185,             ,0.00665,-5.000201531640467,1.040794073868946
5.249,             ,0.00665,-4.9816890722431655,1.040794073868946
5.313,             ,0.006659999999999999,-4.963176612845864,1.0423591777394254
